district_id,aadhaar_id,biometric_update_flag,demographic_update_flag,last_update_date,total_aadhaar_holders
D016,UID_D016_001,0,1,2025-03-04,20
D016,UID_D016_002,0,0,,20
D016,UID_D016_003,0,0,,20
D016,UID_D016_004,0,0,,20
D016,UID_D016_005,1,1,2025-11-21,20
D016,UID_D016_006,1,0,2025-08-21,20
D016,UID_D016_007,0,1,2025-12-17,20
D016,UID_D016_008,1,0,2025-10-03,20
D016,UID_D016_009,1,1,2025-04-30,20
D016,UID_D016_010,1,0,2025-07-26,20
D016,UID_D016_011,0,1,2025-03-07,20
D016,UID_D016_012,1,0,2025-11-15,20
D016,UID_D016_013,1,0,2025-03-20,20
D016,UID_D016_014,1,1,2025-04-24,20
D016,UID_D016_015,1,1,2025-04-13,20
D016,UID_D016_016,0,0,,20
D016,UID_D016_017,0,0,,20
D016,UID_D016_018,1,1,2025-02-08,20
D016,UID_D016_019,0,0,,20
D017,UID_D017_000,0,0,,20
D017,UID_D017_001,0,0,,20
D017,UID_D017_002,1,1,2025-06-04,20
D017,UID_D017_003,0,0,,20
D017,UID_D017_004,0,0,,20
D017,UID_D017_005,0,0,,20
D017,UID_D017_006,0,0,,20
D017,UID_D017_007,0,1,2025-05-31,20
D017,UID_D017_008,0,0,,20
D017,UID_D017_009,0,1,2025-08-21,20
D017,UID_D017_010,1,0,2025-09-11,20
D017,UID_D017_011,0,0,,20
D017,UID_D017_012,1,0,2025-09-01,20
D017,UID_D017_013,0,0,,20
D017,UID_D017_014,1,0,2025-02-21,20
D017,UID_D017_015,0,0,,20
D017,UID_D017_016,0,0,,20
D017,UID_D017_017,0,0,,20
D017,UID_D017_018,1,1,2025-05-09,20
D017,UID_D017_019,0,0,,20
D018,UID_D018_000,1,0,2025-07-25,20
D018,UID_D018_001,1,0,2025-06-11,20
D018,UID_D018_002,1,1,2025-11-29,20
D018,UID_D018_003,0,0,,20
D018,UID_D018_004,1,0,2025-07-02,20
D018,UID_D018_005,0,1,2025-09-06,20
D018,UID_D018_006,0,0,,20
D018,UID_D018_007,0,0,,20
D018,UID_D018_008,1,0,2025-04-11,20
D018,UID_D018_009,1,0,2025-06-18,20
D018,UID_D018_010,1,0,2025-09-21,20
D018,UID_D018_011,0,0,,20
D018,UID_D018_012,0,0,,20
D018,UID_D018_013,0,1,2025-08-14,20
D018,UID_D018_014,1,0,2025-03-16,20
D018,UID_D018_015,1,1,2025-07-11,20
D018,UID_D018_016,0,0,,20
D018,UID_D018_017,0,0,,20
D018,UID_D018_018,1,0,2025-04-09,20
D018,UID_D018_019,0,0,,20
D019,UID_D019_000,1,0,2025-03-06,20
D019,UID_D019_001,1,1,2025-10-08,20
D019,UID_D019_002,1,0,2025-09-01,20
D019,UID_D019_003,1,1,2025-07-16,20
D019,UID_D019_004,0,1,2025-04-03,20
D019,UID_D019_005,0,0,,20
D019,UID_D019_006,0,0,,20
D019,UID_D019_007,1,1,2025-01-28,20
D019,UID_D019_008,0,1,2025-07-13,20
D019,UID_D019_009,1,0,2025-12-02,20
D019,UID_D019_010,0,1,2025-12-06,20
D019,UID_D019_011,0,0,,20
D019,UID_D019_012,1,0,2025-06-15,20
D019,UID_D019_013,1,0,2025-01-23,20
D019,UID_D019_014,1,0,2025-07-04,20
D019,UID_D019_015,1,1,2025-04-23,20
D019,UID_D019_016,1,0,2025-04-23,20
D019,UID_D019_017,0,0,,20
D019,UID_D019_018,1,1,2025-11-05,20
D019,UID_D019_019,0,1,2025-08-06,20
D020,UID_D020_000,0,0,,20
D020,UID_D020_001,0,1,2025-09-07,20
D020,UID_D020_002,0,0,,20
D020,UID_D020_003,1,0,2025-02-06,20
D020,UID_D020_004,0,0,,20
D020,UID_D020_005,1,0,2025-01-30,20
D020,UID_D020_006,1,0,2025-10-24,20
D020,UID_D020_007,0,0,,20
D020,UID_D020_008,0,0,,20
D020,UID_D020_009,1,0,2025-05-19,20
D020,UID_D020_010,0,1,2025-03-14,20
D020,UID_D020_011,0,0,,20
D020,UID_D020_012,0,0,,20
D020,UID_D020_013,1,1,2025-09-13,20
D020,UID_D020_014,0,0,,20
D020,UID_D020_015,1,0,2025-02-16,20
D020,UID_D020_016,1,1,2025-09-12,20
D020,UID_D020_017,1,0,2025-11-07,20
D020,UID_D020_018,0,1,2025-08-02,20
D020,UID_D020_019,0,0,,20
D021,UID_D021_000,0,0,,20
D021,UID_D021_001,0,0,,20
D021,UID_D021_002,1,0,2025-03-17,20
D021,UID_D021_003,0,1,2025-05-01,20
D021,UID_D021_004,0,0,,20
D021,UID_D021_005,0,1,2025-01-28,20
D021,UID_D021_006,1,0,2025-07-06,20
D021,UID_D021_007,0,1,2025-11-21,20
D021,UID_D021_008,0,0,,20
D021,UID_D021_009,0,0,,20
D021,UID_D021_010,0,0,,20
D021,UID_D021_011,0,0,,20
D021,UID_D021_012,0,0,,20
D021,UID_D021_013,1,0,2025-03-31,20
D021,UID_D021_014,0,0,,20
D021,UID_D021_015,1,1,2025-07-08,20
D021,UID_D021_016,0,0,,20
D021,UID_D021_017,0,1,2025-09-08,20
D021,UID_D021_018,0,0,,20
D021,UID_D021_019,0,0,,20
D022,UID_D022_000,1,0,2025-05-12,20
D022,UID_D022_001,1,0,2025-04-05,20
D022,UID_D022_002,0,1,2025-02-10,20
D022,UID_D022_003,1,0,2025-07-24,20
D022,UID_D022_004,1,0,2025-11-30,20
D022,UID_D022_005,1,0,2025-02-11,20
D022,UID_D022_006,1,0,2025-05-10,20
D022,UID_D022_007,1,0,2025-12-12,20
D022,UID_D022_008,1,0,2025-10-21,20
D022,UID_D022_009,1,0,2025-11-10,20
D022,UID_D022_010,1,0,2025-08-24,20
D022,UID_D022_011,1,0,2025-10-21,20
D022,UID_D022_012,1,0,2025-09-20,20
D022,UID_D022_013,1,0,2025-12-16,20
D022,UID_D022_014,1,1,2025-01-26,20
D022,UID_D022_015,0,0,,20
D022,UID_D022_016,0,0,,20
D022,UID_D022_017,1,1,2025-03-16,20
D022,UID_D022_018,1,1,2025-03-08,20
D022,UID_D022_019,0,0,,20
D023,UID_D023_000,1,1,2026-01-07,20
D023,UID_D023_001,1,0,2025-12-22,20
D023,UID_D023_002,1,1,2025-12-21,20
D023,UID_D023_003,1,1,2025-12-25,20
D023,UID_D023_004,1,1,2025-12-27,20
D023,UID_D023_005,1,0,2025-12-24,20
D023,UID_D023_006,1,0,2025-12-21,20
D023,UID_D023_007,1,0,2026-01-03,20
D023,UID_D023_008,1,1,2025-12-31,20
D023,UID_D023_009,1,0,2026-01-10,20
D023,UID_D023_010,1,0,2026-01-03,20
D023,UID_D023_011,1,1,2026-01-15,20
D023,UID_D023_012,1,0,2025-12-24,20
D023,UID_D023_013,1,0,2026-01-08,20
D023,UID_D023_014,1,1,2026-01-03,20
D023,UID_D023_015,1,1,2025-12-31,20
D023,UID_D023_016,1,0,2026-01-04,20
D023,UID_D023_017,1,0,2025-12-20,20
D023,UID_D023_018,1,0,2025-12-29,20
D023,UID_D023_019,1,0,2026-01-12,20
D024,UID_D024_000,0,0,,20
D024,UID_D024_001,0,0,,20
D024,UID_D024_002,0,0,,20
D024,UID_D024_003,0,0,,20
D024,UID_D024_004,0,1,2024-12-09,20
D024,UID_D024_005,0,1,2023-07-25,20
D024,UID_D024_006,0,0,,20
D024,UID_D024_007,0,0,,20
D024,UID_D024_008,0,1,2024-07-17,20
D024,UID_D024_009,0,0,,20
D024,UID_D024_010,0,0,,20
D024,UID_D024_011,0,1,2024-09-27,20
D024,UID_D024_012,0,0,,20
D024,UID_D024_013,0,0,,20
D024,UID_D024_014,0,0,,20
D024,UID_D024_015,0,0,,20
D024,UID_D024_016,0,0,,20
D024,UID_D024_017,0,1,2023-05-10,20
D024,UID_D024_018,0,0,,20
D024,UID_D024_019,0,0,,20
D025,UID_D025_000,0,0,,20
D025,UID_D025_001,0,0,,20
D025,UID_D025_002,1,0,2025-11-30,20
D025,UID_D025_003,1,0,2025-10-03,20
D025,UID_D025_004,0,1,2025-09-10,20
D025,UID_D025_005,0,1,2025-05-19,20
D025,UID_D025_006,0,0,,20
D025,UID_D025_007,0,1,2025-07-11,20
D025,UID_D025_008,0,0,,20
D025,UID_D025_009,0,1,2025-12-05,20
D025,UID_D025_010,1,0,2025-10-04,20
D025,UID_D025_011,0,0,,20
D025,UID_D025_012,0,0,,20
D025,UID_D025_013,1,0,2025-06-21,20
D025,UID_D025_014,0,0,,20
D025,UID_D025_015,0,0,,20
D025,UID_D025_016,0,0,,20
D025,UID_D025_017,1,0,2025-03-31,20
D025,UID_D025_018,0,0,,20
D025,UID_D025_019,1,0,2025-07-22,20
D026,UID_D026_000,1,0,2026-01-09,20
D026,UID_D026_001,1,0,2025-12-18,20
D026,UID_D026_002,1,1,invalid-date,20
D026,UID_D026_003,1,0,2026-01-15,20
D026,UID_D026_004,1,0,2026-01-12,20
D026,UID_D026_005,1,0,2026-01-03,20
D026,UID_D026_006,1,0,2026-01-06,20
D026,UID_D026_007,1,1,2026-01-05,20
D026,UID_D026_008,1,0,2026-01-08,20
D026,UID_D026_009,1,1,2025-12-25,20
D026,UID_D026_010,1,0,2026-01-16,20
D026,UID_D026_011,1,0,2025-12-26,20
D026,UID_D026_012,1,0,2025-12-24,20
D026,UID_D026_013,1,1,2026-01-07,20
D026,UID_D026_014,1,0,2026-01-03,20
D026,UID_D026_015,1,0,2025-12-28,20
D026,UID_D026_016,1,1,2025-12-18,20
D026,UID_D026_017,1,1,2026-01-05,20
D026,UID_D026_018,1,0,2025-12-31,20
D026,UID_D026_019,1,0,2025-12-22,20
D027,UID_D027_000,0,0,,20
D027,UID_D027_001,0,0,,20
D027,UID_D027_002,0,0,,20
D027,UID_D027_003,0,1,2024-02-17,20
D027,UID_D027_004,0,0,,20
D027,UID_D027_005,0,1,2023-08-01,20
D027,UID_D027_006,0,0,,20
D027,UID_D027_007,0,1,2023-04-27,20
D027,UID_D027_008,0,0,,20
D027,UID_D027_009,0,1,2023-09-01,20
D027,UID_D027_010,0,0,,20
D027,UID_D027_011,0,0,,20
D027,UID_D027_012,0,1,2024-11-09,20
D027,UID_D027_013,0,0,,20
D027,UID_D027_014,0,1,2023-11-15,20
D027,UID_D027_015,0,0,,20
D027,UID_D027_016,0,0,,20
D027,UID_D027_017,0,0,,20
D027,UID_D027_018,0,1,2024-10-19,20
D027,UID_D027_019,0,0,,20
D028,UID_D028_000,0,0,,20
D028,UID_D028_001,0,0,,20
D028,UID_D028_002,0,0,,20
D028,UID_D028_003,0,0,,20
D028,UID_D028_004,0,0,,20
D028,UID_D028_005,0,0,,20
D028,UID_D028_006,0,0,,20
D028,UID_D028_007,0,0,,20
D028,UID_D028_008,0,0,,20
D028,UID_D028_009,0,0,,20
D028,UID_D028_010,0,0,,20
D028,UID_D028_011,0,0,,20
D028,UID_D028_012,0,0,,20
D028,UID_D028_013,0,0,,20
D028,UID_D028_014,0,0,,20
D028,UID_D028_015,0,0,,20
D028,UID_D028_016,0,1,2023-12-03,20
D028,UID_D028_017,0,0,,20
D028,UID_D028_018,0,0,,20
D028,UID_D028_019,0,0,,20
D029,UID_D029_000,0,0,,20
D029,UID_D029_001,1,1,2026-01-15,20
D029,UID_D029_002,1,1,2025-12-18,20
D029,UID_D029_003,1,0,2025-12-30,20
D029,UID_D029_004,1,0,2026-01-01,20
D029,UID_D029_005,1,1,2026-01-16,20
D029,UID_D029_006,1,0,2025-12-20,20
D029,UID_D029_007,0,0,,20
D029,UID_D029_008,1,0,2026-01-02,20
D029,UID_D029_009,1,0,2025-12-20,20
D029,UID_D029_010,1,0,2025-12-18,20
D029,UID_D029_011,1,1,2025-12-22,20
D029,UID_D029_012,1,1,2026-01-05,20
D029,UID_D029_013,1,0,2025-12-19,20
D029,UID_D029_014,1,0,2025-12-26,20
D029,UID_D029_015,1,0,2025-12-26,20
D029,UID_D029_016,1,0,2025-12-23,20
D029,UID_D029_017,1,0,2025-12-22,20
D029,UID_D029_018,0,0,,20
D029,UID_D029_019,1,1,2025-12-20,20
D030,UID_D030_000,1,0,2026-01-10,20
D030,UID_D030_001,1,0,2026-01-17,20
D030,UID_D030_002,1,0,2025-12-20,20
D030,UID_D030_003,1,0,2025-12-29,20
D030,UID_D030_004,1,1,2025-12-21,20
D030,UID_D030_005,1,0,2026-01-08,20
D030,UID_D030_006,1,0,invalid-date,20
D030,UID_D030_007,1,0,2026-01-01,20
D030,UID_D030_008,1,0,2026-01-05,20
D030,UID_D030_009,0,0,,20
D030,UID_D030_010,1,0,2025-12-28,20
D030,UID_D030_011,1,1,2026-01-02,20
D030,UID_D030_012,1,0,2025-12-23,20
D030,UID_D030_013,1,0,2025-12-22,20
D030,UID_D030_014,1,0,2025-12-20,20
D030,UID_D030_015,1,0,2025-12-18,20
D030,UID_D030_016,1,0,2025-12-20,20
D030,UID_D030_017,1,0,2025-12-27,20
D030,UID_D030_018,1,1,2026-01-01,20
D030,UID_D030_019,1,1,2026-01-11,20
D031,UID_D031_000,0,1,2025-09-08,20
D031,UID_D031_001,1,0,2025-10-18,20
D031,UID_D031_002,1,0,2025-05-26,20
D031,UID_D031_003,1,0,2025-06-27,20
D031,UID_D031_004,1,0,2025-02-24,20
D031,UID_D031_005,1,0,2025-06-15,20
D031,UID_D031_006,0,1,2025-09-10,20
D031,UID_D031_007,1,0,2025-07-30,20
D031,UID_D031_008,0,0,,20
D031,UID_D031_009,1,0,2025-07-15,20
D031,UID_D031_010,1,0,2025-04-17,20
D031,UID_D031_011,1,0,2025-08-24,20
D031,UID_D031_012,1,0,2025-11-20,20
D031,UID_D031_013,0,0,,20
D031,UID_D031_014,1,0,2025-08-08,20
D031,UID_D031_015,0,1,2025-05-30,20
D031,UID_D031_016,1,1,2025-02-05,20
D031,UID_D031_017,1,1,2025-03-05,20
D031,UID_D031_018,1,0,2025-08-12,20
D031,UID_D031_019,1,0,2025-07-02,20
D032,UID_D032_000,0,0,,20
D032,UID_D032_001,1,0,2025-01-21,20
D032,UID_D032_002,1,0,2025-07-02,20
D032,UID_D032_003,0,0,,20
D032,UID_D032_004,1,0,2025-09-16,20
D032,UID_D032_005,0,0,,20
D032,UID_D032_006,0,0,,20
D032,UID_D032_007,1,0,2025-11-11,20
D032,UID_D032_008,1,0,2025-08-12,20
D032,UID_D032_009,0,1,2025-07-16,20
D032,UID_D032_010,0,0,,20
D032,UID_D032_011,0,0,,20
D032,UID_D032_012,0,1,2025-08-21,20
D032,UID_D032_013,1,1,2025-05-07,20
D032,UID_D032_014,0,0,,20
D032,UID_D032_015,1,0,2025-02-07,20
D032,UID_D032_016,0,1,2025-05-18,20
D032,UID_D032_017,0,1,2025-08-06,20
D032,UID_D032_018,1,0,2025-02-15,20
D032,UID_D032_019,1,0,2025-03-15,20
